disc_year,disc_facility,pl_name,pl_rade,pl_bmasse,hostname,sy_pnum,sy_snum
2011,Hubble,TRAPPIST-644f,4.59,28.98,TRAPPIST-644,4,2
2022,Spitzer,HD-177b,1.04,26.86,HD-177,1,1
2014,Ground,WASP-341f,1.06,13.0,WASP-341,3,1
2015,Ground,Kepler-487d,2.49,12.27,Kepler-487,1,1
2011,Spitzer,TRAPPIST-601e,4.47,29.42,TRAPPIST-601,8,1
2023,James Webb,WASP-513d,4.66,3.43,WASP-513,4,2
2024,TESS,TRAPPIST-93f,1.41,30.5,TRAPPIST-93,6,2
2018,James Webb,TOI-670b,3.35,42.89,TOI-670,6,2
2023,TESS,HD-228f,2.52,9.72,HD-228,6,2
2015,Spitzer,LHS-325d,3.01,40.28,LHS-325,8,1
2012,Kepler,LHS-796d,2.05,43.85,LHS-796,5,1
2017,Kepler,TRAPPIST-188f,4.07,1.89,TRAPPIST-188,3,1
2014,Kepler,TOI-37c,0.6,2.91,TOI-37,6,2
2014,Ground,TRAPPIST-396e,2.31,45.02,TRAPPIST-396,5,2
2017,TESS,TRAPPIST-701d,1.67,16.51,TRAPPIST-701,2,2
2013,Spitzer,TOI-162c,2.28,29.19,TOI-162,4,2
2013,Ground,LHS-536d,0.85,9.68,LHS-536,3,2
2016,Hubble,TRAPPIST-805d,4.19,48.88,TRAPPIST-805,5,2
2024,TESS,WASP-721b,4.73,36.49,WASP-721,5,2
2014,Hubble,HD-142b,2.68,16.85,HD-142,6,2
2012,Hubble,HD-606d,1.31,3.36,HD-606,8,1
2014,TESS,WASP-995b,1.66,7.31,WASP-995,6,2
2015,Kepler,TOI-605b,4.75,21.0,TOI-605,1,2
2019,Spitzer,Kepler-947b,1.63,45.57,Kepler-947,2,2
2020,Ground,WASP-719c,4.18,39.21,WASP-719,5,1
2019,Ground,Kepler-543f,0.57,22.0,Kepler-543,8,2
2021,Ground,TRAPPIST-360c,4.72,35.48,TRAPPIST-360,8,1
2021,Hubble,TOI-330d,2.1,14.51,TOI-330,6,2
2016,Hubble,HD-110d,3.57,28.0,HD-110,4,2
2012,Hubble,WASP-76e,4.7,3.45,WASP-76,8,2
2017,Ground,TOI-537d,3.96,3.77,TOI-537,3,1
2017,Kepler,WASP-924c,2.54,1.83,WASP-924,6,1
2011,James Webb,WASP-100b,4.5,30.62,WASP-100,1,1
2017,Hubble,TOI-314f,4.72,15.16,TOI-314,5,2
2016,Spitzer,TRAPPIST-132e,2.85,5.17,TRAPPIST-132,1,2
2012,James Webb,LHS-585c,2.38,32.92,LHS-585,1,2
2015,James Webb,LHS-539e,2.94,38.41,LHS-539,1,1
2023,Kepler,TRAPPIST-172b,1.19,38.32,TRAPPIST-172,2,2
2010,Spitzer,WASP-600b,2.99,22.06,WASP-600,1,1
2016,TESS,TOI-434c,4.75,26.14,TOI-434,4,2
2015,Ground,TRAPPIST-245d,3.0,49.83,TRAPPIST-245,1,1
2021,Ground,WASP-79d,2.68,8.15,WASP-79,2,1
2017,TESS,WASP-877e,1.05,15.04,WASP-877,4,1
2018,TESS,TRAPPIST-676f,3.33,8.25,TRAPPIST-676,6,2
2011,Kepler,LHS-605e,4.69,41.71,LHS-605,6,1
2022,Ground,TRAPPIST-571d,0.94,25.98,TRAPPIST-571,5,1
2015,Hubble,TRAPPIST-678c,1.76,33.52,TRAPPIST-678,5,1
2023,Spitzer,WASP-388f,2.06,20.07,WASP-388,7,2
2017,Kepler,TOI-252d,1.7,10.15,TOI-252,5,1
2017,Spitzer,HD-15b,3.93,40.48,HD-15,7,2
2012,James Webb,Kepler-776b,2.27,2.66,Kepler-776,3,1
2024,TESS,TOI-992c,0.63,26.81,TOI-992,2,1
2019,Spitzer,WASP-708d,4.52,16.94,WASP-708,4,1
2022,TESS,HD-584b,2.5,12.15,HD-584,1,2
2014,James Webb,LHS-216f,4.81,38.74,LHS-216,7,2
2010,Spitzer,HD-758e,4.62,16.76,HD-758,7,2
2019,Kepler,WASP-394e,2.53,6.17,WASP-394,7,2
2017,TESS,LHS-576d,3.35,7.02,LHS-576,4,2
2024,James Webb,WASP-452c,2.94,28.63,WASP-452,4,2
2022,TESS,HD-544e,3.13,11.76,HD-544,2,1
2023,Ground,TOI-34b,0.85,30.83,TOI-34,6,2
2021,Kepler,WASP-951b,4.91,13.02,WASP-951,4,1
2023,TESS,WASP-61f,4.13,47.48,WASP-61,7,2
2018,James Webb,LHS-967c,3.45,8.46,LHS-967,5,2
2014,TESS,WASP-716c,0.68,3.9,WASP-716,4,1
2017,Hubble,TRAPPIST-277d,2.57,10.86,TRAPPIST-277,7,1
2018,Hubble,Kepler-338e,1.82,28.91,Kepler-338,4,1
2015,TESS,TOI-741d,1.64,0.4,TOI-741,4,1
2024,TESS,WASP-397b,3.74,36.86,WASP-397,2,2
2015,Hubble,TRAPPIST-752d,2.45,38.88,TRAPPIST-752,4,2
2024,James Webb,HD-482c,4.32,49.33,HD-482,5,1
2015,Kepler,LHS-387e,1.37,15.34,LHS-387,6,2
2020,TESS,HD-906d,4.96,49.93,HD-906,8,2
2022,Kepler,TOI-791c,3.88,33.0,TOI-791,8,2
2014,TESS,HD-195c,4.7,32.1,HD-195,2,1
2013,TESS,TOI-621b,1.83,33.86,TOI-621,7,2
2022,TESS,TOI-905d,3.78,1.87,TOI-905,8,2
2020,Kepler,TOI-896e,3.32,18.17,TOI-896,6,2
2024,Spitzer,WASP-387e,2.03,6.21,WASP-387,2,2
2022,James Webb,WASP-281d,0.88,14.17,WASP-281,4,1
2021,Kepler,Kepler-160f,1.94,33.9,Kepler-160,1,2
2021,Spitzer,HD-676b,0.55,38.87,HD-676,1,2
2017,Kepler,HD-433c,4.52,30.89,HD-433,3,2
2010,Hubble,LHS-668f,4.43,45.84,LHS-668,3,1
2013,TESS,HD-990d,1.78,16.04,HD-990,3,1
2024,Hubble,HD-914c,2.52,33.93,HD-914,5,2
2020,Kepler,TOI-273d,2.3,45.28,TOI-273,1,1
2015,James Webb,Kepler-612c,1.63,37.94,Kepler-612,6,1
2018,TESS,Kepler-750d,3.57,42.31,Kepler-750,4,2
2016,Kepler,TRAPPIST-364d,0.74,36.52,TRAPPIST-364,7,2
2010,James Webb,TOI-260b,3.31,32.62,TOI-260,1,1
2021,James Webb,TOI-879e,0.88,13.45,TOI-879,4,2
2011,Hubble,WASP-144e,3.81,41.99,WASP-144,3,1
2017,Ground,TRAPPIST-240d,1.93,4.83,TRAPPIST-240,5,2
2018,Spitzer,LHS-768c,0.57,0.65,LHS-768,6,2
2011,Kepler,TOI-387e,0.92,41.92,TOI-387,6,1
2016,Ground,Kepler-696f,4.39,42.97,Kepler-696,3,1
2022,Hubble,Kepler-300f,4.12,15.23,Kepler-300,3,2
2012,Spitzer,Kepler-904b,0.52,42.77,Kepler-904,3,1
2014,Kepler,TOI-176b,0.54,30.34,TOI-176,5,1
2015,Kepler,TRAPPIST-856b,3.93,19.29,TRAPPIST-856,1,2
2017,Ground,WASP-376c,2.11,48.99,WASP-376,7,1
2014,Hubble,WASP-203f,1.66,23.67,WASP-203,6,1
2024,Kepler,TRAPPIST-492c,4.49,35.0,TRAPPIST-492,8,1
2011,TESS,Kepler-869e,2.04,19.38,Kepler-869,5,1
2013,TESS,TOI-895b,3.13,29.24,TOI-895,3,2
2011,James Webb,WASP-696e,4.34,10.95,WASP-696,1,2
2023,Hubble,Kepler-574c,3.64,32.53,Kepler-574,2,1
2020,Hubble,TOI-886e,1.5,13.53,TOI-886,3,1
2015,James Webb,Kepler-636f,2.11,33.95,Kepler-636,8,1
2014,Hubble,HD-479d,1.89,37.7,HD-479,6,1
2022,Ground,LHS-911f,0.72,20.83,LHS-911,8,1
2019,James Webb,HD-251f,4.36,28.81,HD-251,2,2
2011,James Webb,HD-301f,3.46,17.71,HD-301,8,1
2020,Spitzer,HD-756c,2.86,1.4,HD-756,5,2
2016,Hubble,TOI-787d,4.73,14.87,TOI-787,5,1
2010,Kepler,LHS-216c,4.65,20.88,LHS-216,3,1
2021,Spitzer,TOI-454c,1.12,26.37,TOI-454,7,1
2022,TESS,Kepler-485e,4.98,17.02,Kepler-485,4,2
2010,TESS,Kepler-87f,3.05,2.66,Kepler-87,3,2
2020,Kepler,LHS-96e,3.31,28.58,LHS-96,5,1
2021,Hubble,TOI-739c,2.11,38.8,TOI-739,7,2
2019,James Webb,HD-186f,4.47,30.24,HD-186,5,1
2022,James Webb,HD-769d,3.12,8.05,HD-769,6,2
2018,Kepler,LHS-69b,1.7,2.53,LHS-69,5,2
2017,James Webb,LHS-845c,2.78,34.41,LHS-845,7,1
2015,Ground,HD-83f,2.04,17.04,HD-83,1,2
2015,James Webb,LHS-259c,2.37,12.06,LHS-259,6,1
2011,TESS,Kepler-267b,4.57,10.06,Kepler-267,5,2
2024,James Webb,TRAPPIST-955e,3.85,42.43,TRAPPIST-955,1,2
2012,Ground,TOI-373f,4.48,20.03,TOI-373,3,2
2018,Spitzer,HD-822d,1.8,9.82,HD-822,4,2
2023,James Webb,Kepler-373b,1.97,23.41,Kepler-373,7,1
2018,Spitzer,WASP-859d,2.43,34.43,WASP-859,3,1
2016,Spitzer,WASP-585e,0.86,18.06,WASP-585,3,2
2021,Kepler,TRAPPIST-460b,2.83,3.3,TRAPPIST-460,2,2
2023,TESS,LHS-770b,1.31,42.54,LHS-770,5,2
2014,Ground,HD-338d,3.32,10.45,HD-338,2,2
2018,Spitzer,Kepler-187b,4.33,37.99,Kepler-187,2,2
2014,Spitzer,TRAPPIST-129c,0.86,21.28,TRAPPIST-129,7,1
2018,James Webb,LHS-445b,1.04,48.67,LHS-445,6,1
2012,James Webb,HD-878f,2.1,25.55,HD-878,1,2
2016,Spitzer,Kepler-280d,3.76,49.07,Kepler-280,1,1
2012,Kepler,TOI-147f,4.17,33.29,TOI-147,8,1
2022,Hubble,HD-181b,2.81,34.94,HD-181,7,2
2017,Kepler,WASP-199f,1.39,12.09,WASP-199,6,2
2012,Spitzer,Kepler-792c,2.29,39.63,Kepler-792,4,2
2023,James Webb,TRAPPIST-56f,0.85,38.25,TRAPPIST-56,4,1
2024,Ground,LHS-236e,3.32,41.27,LHS-236,6,1
2020,Hubble,WASP-93e,2.53,17.57,WASP-93,1,2
2017,Hubble,TOI-55e,2.86,47.99,TOI-55,8,2
2012,TESS,Kepler-615b,4.09,2.93,Kepler-615,3,2
2018,Spitzer,LHS-267d,4.88,44.8,LHS-267,5,1
2021,TESS,TRAPPIST-694c,3.73,26.06,TRAPPIST-694,7,1
2013,Kepler,TRAPPIST-850b,3.77,39.6,TRAPPIST-850,4,2
2011,Kepler,TOI-491f,1.7,26.93,TOI-491,3,2
2020,Kepler,HD-747c,1.26,33.27,HD-747,1,1
2012,Hubble,Kepler-534b,2.09,29.7,Kepler-534,4,2
2017,TESS,Kepler-34f,1.41,3.64,Kepler-34,4,2
2022,Spitzer,LHS-49b,0.56,31.25,LHS-49,7,1
2011,Spitzer,LHS-698d,1.65,40.44,LHS-698,7,1
2015,Ground,TRAPPIST-974c,3.67,33.5,TRAPPIST-974,8,1
2018,Spitzer,Kepler-371f,0.54,19.31,Kepler-371,7,2
2022,TESS,TOI-192b,0.95,40.14,TOI-192,6,1
2011,James Webb,TRAPPIST-173f,1.52,13.56,TRAPPIST-173,5,2
2017,Spitzer,Kepler-559c,4.42,8.4,Kepler-559,8,1
2019,Ground,TRAPPIST-304c,1.82,35.36,TRAPPIST-304,2,2
2019,Ground,WASP-654c,4.57,12.02,WASP-654,6,2
2021,Hubble,HD-256e,2.35,25.84,HD-256,8,2
2012,Spitzer,TOI-653e,3.68,18.64,TOI-653,5,1
2024,Spitzer,TRAPPIST-55d,4.74,14.68,TRAPPIST-55,5,2
2011,Hubble,HD-537f,1.2,36.54,HD-537,5,2
2016,James Webb,TRAPPIST-807b,4.45,23.08,TRAPPIST-807,8,2
2020,Kepler,TRAPPIST-823e,2.54,31.58,TRAPPIST-823,4,2
2013,Ground,Kepler-62e,3.85,29.35,Kepler-62,1,2
2022,James Webb,HD-573f,4.86,9.75,HD-573,3,1
2011,TESS,HD-31b,0.82,23.99,HD-31,7,2
2016,Hubble,Kepler-659c,0.88,0.49,Kepler-659,8,1
2024,Ground,Kepler-606f,4.66,33.12,Kepler-606,5,1
2024,James Webb,HD-301f,0.83,36.4,HD-301,7,2
2020,TESS,TOI-772c,0.68,41.63,TOI-772,2,2
2023,James Webb,Kepler-563e,2.89,49.14,Kepler-563,6,1
2023,TESS,HD-31c,0.83,15.36,HD-31,4,2
2020,James Webb,TRAPPIST-449b,0.75,40.47,TRAPPIST-449,6,1
2023,Kepler,HD-877e,3.64,44.91,HD-877,6,2
2015,Ground,Kepler-985b,3.85,26.77,Kepler-985,5,1
2010,Spitzer,LHS-489d,3.73,41.27,LHS-489,7,2
2022,Hubble,TRAPPIST-272f,2.1,47.6,TRAPPIST-272,4,2
2017,Spitzer,TRAPPIST-866d,0.77,41.35,TRAPPIST-866,6,1
2013,Spitzer,TRAPPIST-675d,3.66,45.88,TRAPPIST-675,2,2
2018,Ground,LHS-174b,1.88,29.4,LHS-174,6,2
2024,Spitzer,Kepler-647d,4.14,17.27,Kepler-647,5,2
2013,Kepler,HD-427c,4.01,21.29,HD-427,5,2
2023,James Webb,LHS-337f,4.86,34.34,LHS-337,5,1
2016,Hubble,LHS-78f,0.51,37.99,LHS-78,4,2
2010,Spitzer,LHS-5f,2.9,45.4,LHS-5,2,1
2011,Kepler,TOI-46b,0.84,26.52,TOI-46,2,2
2017,James Webb,LHS-493d,1.02,33.1,LHS-493,3,1
2022,Ground,Kepler-855d,4.62,40.41,Kepler-855,8,2
2017,Ground,TRAPPIST-988f,2.85,41.68,TRAPPIST-988,8,2
2020,Kepler,LHS-8d,3.39,41.52,LHS-8,1,1
2010,Hubble,TOI-611b,4.58,14.22,TOI-611,5,1
2013,Ground,TRAPPIST-816d,1.83,38.44,TRAPPIST-816,2,2
2013,Ground,TOI-404c,2.81,33.4,TOI-404,4,1
2021,Ground,TRAPPIST-683c,2.62,20.54,TRAPPIST-683,1,2
2023,Hubble,WASP-207c,1.44,27.58,WASP-207,2,2
2014,Spitzer,WASP-32e,2.7,39.63,WASP-32,3,1
2012,James Webb,WASP-440f,3.54,46.67,WASP-440,2,2
2011,TESS,Kepler-870f,1.79,0.32,Kepler-870,6,2
2021,Kepler,HD-196e,4.48,33.07,HD-196,1,1
2019,Ground,TOI-769d,4.89,30.29,TOI-769,2,2
2024,Kepler,Kepler-757e,4.2,36.99,Kepler-757,8,1
2014,James Webb,Kepler-264c,4.09,31.06,Kepler-264,1,2
2013,Hubble,Kepler-457d,3.97,24.85,Kepler-457,1,2
2019,James Webb,TOI-302c,3.43,8.85,TOI-302,8,2
2012,TESS,LHS-331b,4.64,47.35,LHS-331,4,2
2012,Spitzer,TRAPPIST-383d,4.59,22.76,TRAPPIST-383,6,2
2015,TESS,TOI-734b,3.16,5.74,TOI-734,1,2
2020,TESS,WASP-643d,2.77,3.5,WASP-643,1,1
2019,Kepler,HD-43d,2.48,40.13,HD-43,2,1
2018,Hubble,HD-698d,3.72,0.7,HD-698,8,1
2018,Kepler,Kepler-261d,1.56,13.89,Kepler-261,8,1
2019,Spitzer,WASP-670b,1.29,10.43,WASP-670,2,1
2024,TESS,WASP-747d,2.7,21.29,WASP-747,5,1
2023,Hubble,WASP-231f,2.34,19.49,WASP-231,3,2
2010,James Webb,HD-501d,3.97,47.44,HD-501,4,1
2022,TESS,TOI-22e,2.89,38.05,TOI-22,4,1
2010,Ground,Kepler-928f,4.19,6.56,Kepler-928,5,2
2015,Ground,Kepler-257b,0.81,39.99,Kepler-257,5,1
2021,Ground,Kepler-340d,2.72,1.32,Kepler-340,3,2
2015,Ground,LHS-106b,4.81,2.65,LHS-106,8,1
2011,Ground,TRAPPIST-687e,2.25,44.57,TRAPPIST-687,4,1
2016,Kepler,LHS-177c,3.37,41.31,LHS-177,3,1
2016,Spitzer,LHS-858d,2.95,19.56,LHS-858,1,2
2020,Ground,TRAPPIST-937c,0.52,40.54,TRAPPIST-937,4,1
2014,James Webb,LHS-112f,3.56,42.91,LHS-112,6,1
2023,James Webb,WASP-404c,2.2,34.86,WASP-404,5,1
2018,James Webb,LHS-13d,4.21,20.54,LHS-13,7,1
2012,James Webb,LHS-988b,0.92,28.13,LHS-988,4,2
2011,Kepler,HD-586c,2.35,37.3,HD-586,5,1
2011,James Webb,Kepler-826b,4.52,33.87,Kepler-826,6,2
2012,TESS,TOI-232b,2.93,25.14,TOI-232,6,1
2012,Ground,LHS-121c,2.29,31.82,LHS-121,3,1
2022,Hubble,TOI-147d,3.58,37.46,TOI-147,4,1
2014,TESS,Kepler-833c,1.59,22.72,Kepler-833,8,1
2022,Hubble,HD-603b,1.45,24.99,HD-603,1,1
2012,TESS,TRAPPIST-63b,4.5,4.05,TRAPPIST-63,3,2
2015,Spitzer,TRAPPIST-109b,3.35,23.01,TRAPPIST-109,1,2
2017,James Webb,LHS-229e,2.99,21.28,LHS-229,2,1
2013,Kepler,WASP-213b,1.48,14.68,WASP-213,1,2
2010,James Webb,WASP-256f,2.03,13.01,WASP-256,5,1
2018,James Webb,TOI-713f,2.33,30.86,TOI-713,7,2
2012,James Webb,TRAPPIST-941b,2.94,13.28,TRAPPIST-941,5,1
2015,TESS,WASP-634e,1.33,13.91,WASP-634,3,2
2013,James Webb,WASP-561e,4.1,17.54,WASP-561,1,2
2010,Ground,TOI-477b,1.15,13.42,TOI-477,1,1
2021,Ground,TOI-727d,4.88,14.99,TOI-727,5,2
2017,Spitzer,TOI-725d,2.6,13.03,TOI-725,6,2
2020,Spitzer,Kepler-832f,2.73,30.33,Kepler-832,8,2
2016,TESS,WASP-429c,0.97,14.75,WASP-429,7,2
2019,Spitzer,WASP-493f,4.84,16.66,WASP-493,1,1
2016,Hubble,TOI-435c,3.95,27.68,TOI-435,3,1
2011,Ground,WASP-664c,3.72,19.73,WASP-664,3,2
2016,Ground,WASP-945b,4.31,40.25,WASP-945,5,1
2017,TESS,TRAPPIST-309b,4.4,38.64,TRAPPIST-309,8,1
2020,Kepler,TRAPPIST-676d,3.46,34.88,TRAPPIST-676,6,1
2022,Spitzer,TRAPPIST-901d,3.72,11.5,TRAPPIST-901,1,2
2011,TESS,TRAPPIST-537c,2.71,20.25,TRAPPIST-537,4,2
2017,Kepler,WASP-297e,1.98,9.44,WASP-297,2,2
2019,Hubble,WASP-959f,3.56,4.25,WASP-959,5,2
2024,Ground,TRAPPIST-72c,0.73,4.94,TRAPPIST-72,8,2
2011,Kepler,LHS-464e,2.75,19.64,LHS-464,7,2
2024,Spitzer,Kepler-771b,0.71,19.21,Kepler-771,2,2
2022,Kepler,TRAPPIST-465d,3.65,22.58,TRAPPIST-465,4,2
2020,Ground,TOI-7c,2.01,26.3,TOI-7,2,2
2020,James Webb,WASP-899e,4.18,9.02,WASP-899,5,2
2022,Ground,LHS-924d,4.64,46.22,LHS-924,3,1
2017,Hubble,TRAPPIST-324d,3.84,5.91,TRAPPIST-324,1,1
2015,Hubble,LHS-357d,1.66,11.46,LHS-357,5,1
2017,Ground,Kepler-898f,1.9,22.73,Kepler-898,6,1
2022,James Webb,LHS-391f,2.08,8.25,LHS-391,3,1
2016,TESS,TRAPPIST-594c,1.99,29.04,TRAPPIST-594,7,1
2024,Spitzer,LHS-729d,2.28,28.92,LHS-729,7,1
2019,TESS,WASP-116d,0.54,17.19,WASP-116,3,1
2023,Kepler,TRAPPIST-737f,1.35,37.4,TRAPPIST-737,5,2
2016,Kepler,HD-382c,0.74,42.65,HD-382,3,2
2015,Hubble,HD-743e,2.04,26.62,HD-743,4,1
2012,James Webb,LHS-221c,1.51,30.71,LHS-221,4,2
2020,Spitzer,HD-733b,3.0,22.87,HD-733,3,2
2022,Hubble,WASP-767e,1.43,24.46,WASP-767,8,2
2018,Ground,TOI-983e,1.26,30.1,TOI-983,7,1
2022,Ground,LHS-481b,3.06,27.72,LHS-481,6,2
2013,Spitzer,TRAPPIST-653b,1.11,16.6,TRAPPIST-653,2,1
2023,TESS,WASP-811b,1.47,17.67,WASP-811,7,2
2013,Hubble,LHS-867f,4.19,16.05,LHS-867,3,2
2014,Spitzer,WASP-662d,3.73,43.68,WASP-662,8,1
2016,Ground,LHS-336d,1.35,44.72,LHS-336,2,2
2013,Spitzer,LHS-279f,1.95,0.46,LHS-279,4,1
2021,Spitzer,Kepler-524c,2.16,21.83,Kepler-524,4,2
2019,Hubble,WASP-159b,4.82,46.05,WASP-159,3,2
2023,Spitzer,TOI-271c,4.07,39.68,TOI-271,1,2
2015,TESS,WASP-496d,2.37,20.23,WASP-496,4,1
2024,James Webb,Kepler-203d,0.92,34.09,Kepler-203,6,1
2012,Kepler,TOI-887f,0.95,11.92,TOI-887,6,2
2017,Hubble,TRAPPIST-969c,4.71,2.77,TRAPPIST-969,4,1
2018,Spitzer,TOI-952c,2.25,47.04,TOI-952,7,2
2019,Ground,WASP-5d,3.85,8.63,WASP-5,6,2
2017,Hubble,HD-325f,3.89,24.43,HD-325,4,2
2016,James Webb,HD-303e,4.54,9.43,HD-303,1,2
2018,Spitzer,Kepler-760e,3.41,43.49,Kepler-760,8,2
2023,Spitzer,LHS-903f,3.35,40.39,LHS-903,3,2
2024,Hubble,TRAPPIST-424e,1.68,26.25,TRAPPIST-424,1,1
2022,Hubble,LHS-507e,3.88,32.73,LHS-507,1,1
2017,James Webb,TOI-724c,2.19,22.68,TOI-724,5,1
2017,TESS,LHS-394d,2.1,38.73,LHS-394,6,2
2020,Ground,LHS-816f,2.25,36.48,LHS-816,8,1
2011,James Webb,TRAPPIST-340d,4.62,25.97,TRAPPIST-340,5,1
2016,Hubble,WASP-46c,3.91,10.51,WASP-46,8,2
2014,Hubble,Kepler-850c,1.84,41.38,Kepler-850,4,1
2019,James Webb,TRAPPIST-998f,3.16,15.85,TRAPPIST-998,1,1
2021,Hubble,WASP-791e,2.74,46.69,WASP-791,4,2
2010,TESS,Kepler-607c,3.57,41.28,Kepler-607,8,2
2013,Spitzer,LHS-122f,2.75,22.61,LHS-122,2,1
2012,James Webb,WASP-44d,1.64,8.21,WASP-44,3,2
2010,Spitzer,LHS-548d,1.35,22.72,LHS-548,5,2
2011,James Webb,LHS-440e,1.84,5.3,LHS-440,5,1
2015,Hubble,WASP-242f,1.52,18.17,WASP-242,4,1
2012,James Webb,Kepler-212f,0.81,1.16,Kepler-212,8,1
2013,Ground,LHS-121d,3.86,12.95,LHS-121,3,1
2012,Hubble,TRAPPIST-73d,1.69,4.07,TRAPPIST-73,6,2
2019,Spitzer,TOI-781b,2.92,18.3,TOI-781,6,2
2018,Kepler,HD-115e,3.17,22.76,HD-115,4,2
2017,Kepler,TOI-345b,1.44,30.01,TOI-345,3,1
2019,James Webb,LHS-554f,4.29,40.24,LHS-554,3,1
2018,James Webb,LHS-798e,3.09,43.78,LHS-798,8,1
2024,Hubble,HD-543c,4.81,28.59,HD-543,3,1
2021,Kepler,Kepler-732f,4.94,37.77,Kepler-732,8,1
2014,James Webb,LHS-533f,2.34,25.27,LHS-533,8,2
2017,Ground,TRAPPIST-654c,2.31,44.75,TRAPPIST-654,2,2
2024,Kepler,WASP-379e,2.7,41.32,WASP-379,7,1
2018,TESS,Kepler-952f,1.82,30.34,Kepler-952,2,2
2021,TESS,TRAPPIST-525f,0.53,6.6,TRAPPIST-525,7,2
2016,TESS,Kepler-595b,2.21,43.94,Kepler-595,1,1
2016,TESS,WASP-70f,2.52,43.7,WASP-70,8,2
2016,TESS,HD-954b,4.19,0.62,HD-954,3,2
2013,Kepler,LHS-895c,1.8,43.88,LHS-895,2,2
2021,Hubble,Kepler-183c,3.64,1.31,Kepler-183,7,2
2013,TESS,Kepler-885b,1.33,47.61,Kepler-885,1,1
2023,Ground,HD-202f,0.99,9.87,HD-202,8,1
2017,Kepler,Kepler-951e,3.92,48.78,Kepler-951,1,2
2017,Spitzer,WASP-558f,3.58,12.21,WASP-558,4,1
2017,Kepler,Kepler-815c,3.24,15.24,Kepler-815,8,2
2019,Ground,LHS-372d,4.17,6.14,LHS-372,8,1
2010,Spitzer,TRAPPIST-957b,1.88,8.85,TRAPPIST-957,7,1
2019,TESS,LHS-60e,1.16,30.85,LHS-60,1,2
2018,Spitzer,TRAPPIST-65c,3.04,20.72,TRAPPIST-65,1,1
2022,TESS,TRAPPIST-416d,1.89,46.35,TRAPPIST-416,6,1
2016,Ground,LHS-482d,4.28,6.41,LHS-482,7,2
2021,Spitzer,TRAPPIST-115f,0.61,28.87,TRAPPIST-115,3,2
2010,Ground,TRAPPIST-27c,0.95,35.23,TRAPPIST-27,6,1
2019,James Webb,Kepler-11e,3.21,9.8,Kepler-11,3,1
2014,Hubble,TOI-831f,3.22,24.34,TOI-831,1,2
2017,TESS,HD-237f,0.92,28.15,HD-237,1,1
2021,TESS,Kepler-687e,3.66,6.61,Kepler-687,2,2
2021,Hubble,Kepler-924d,0.98,1.08,Kepler-924,2,2
2010,James Webb,HD-126c,4.94,17.08,HD-126,3,2
2010,Kepler,TOI-456f,2.19,24.56,TOI-456,5,2
2016,Ground,Kepler-127e,4.41,46.96,Kepler-127,3,1
2023,Ground,WASP-14c,3.87,26.87,WASP-14,7,1
2022,Ground,LHS-695f,2.86,49.18,LHS-695,3,1
2012,James Webb,TRAPPIST-329c,3.02,21.67,TRAPPIST-329,8,2
2019,Hubble,TOI-577c,2.44,29.78,TOI-577,6,2
2014,James Webb,WASP-120d,4.68,35.19,WASP-120,6,1
2017,Spitzer,LHS-984b,1.23,30.73,LHS-984,7,1
2016,Hubble,TOI-733b,2.39,44.04,TOI-733,6,1
2020,Spitzer,TOI-529f,4.81,23.1,TOI-529,6,2
2015,Spitzer,TRAPPIST-171f,4.33,10.44,TRAPPIST-171,3,2
2017,Spitzer,TRAPPIST-772f,1.82,21.52,TRAPPIST-772,5,1
2016,TESS,HD-753d,3.48,0.91,HD-753,6,1
2022,Hubble,Kepler-982f,1.82,31.64,Kepler-982,5,2
2017,Spitzer,Kepler-274c,1.21,35.57,Kepler-274,1,1
2024,Spitzer,TRAPPIST-532f,0.95,29.16,TRAPPIST-532,1,1
2020,Spitzer,Kepler-484c,0.74,17.57,Kepler-484,7,1
2014,Hubble,LHS-431d,0.82,8.16,LHS-431,5,1
2019,Spitzer,Kepler-579b,1.11,25.84,Kepler-579,6,2
2019,Ground,HD-627b,4.43,23.02,HD-627,5,1
2018,Spitzer,TRAPPIST-619f,1.21,18.72,TRAPPIST-619,8,2
2010,James Webb,TRAPPIST-863e,1.87,12.09,TRAPPIST-863,3,2
2023,Hubble,HD-216f,4.49,43.6,HD-216,8,1
2024,Hubble,Kepler-229b,1.49,30.69,Kepler-229,4,1
2017,Spitzer,TOI-785f,1.99,28.03,TOI-785,7,1
2020,Kepler,Kepler-444e,2.53,0.61,Kepler-444,7,1
2021,Spitzer,HD-158d,2.05,35.61,HD-158,6,2
2010,TESS,LHS-391f,3.62,3.28,LHS-391,2,1
2018,Hubble,TRAPPIST-941d,0.7,2.53,TRAPPIST-941,2,2
2014,Kepler,WASP-431e,4.22,9.71,WASP-431,2,2
2023,Ground,WASP-554c,4.24,17.07,WASP-554,3,2
2024,Ground,Kepler-590b,4.9,36.12,Kepler-590,8,1
2021,Spitzer,HD-527e,1.88,34.85,HD-527,8,2
2014,Hubble,WASP-284d,3.15,42.15,WASP-284,6,2
2021,James Webb,TRAPPIST-98b,1.86,47.46,TRAPPIST-98,3,1
2011,Hubble,Kepler-124f,2.92,22.89,Kepler-124,3,1
2017,TESS,TOI-967c,2.9,5.62,TOI-967,8,1
2021,Ground,WASP-796f,2.84,32.55,WASP-796,5,2
2017,James Webb,TOI-184d,2.73,22.44,TOI-184,4,2
